id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,0.010115711763781642,0.009828505201198495,0.009173306568631672,0.011508689207897795,0.008798203350842195,0.009311113679519038,0.01032512779093712,0.008785976580429344,0.009513779791608588,0.010083623828864055,0.01004805880191634,0.009270230020888007,0.010278519825885691,0.009192618839302313,0.009365584486966463,0.01012506346604359,0.009686505988865914,0.00896329386180442,0.010435771716713702,0.010090754782755547,0.010724114988155722,0.009426140098566571,0.009954299936126504,0.01014294508234874,0.010194475022384108,0.009510179469189207,0.009743072168128482,0.009393121849101892,0.010505300880731537,0.01080662932318191,0.010158264309748845,0.00995779620808777,0.012288993356967912,0.009428744133267488,0.010219062389884596,0.008925337339804447,0.010435005710383683,0.00980981453943388,0.009954318225324945,0.009688068339317474,0.009312608046534292,0.010359930047087526,0.009859592719064067,0.010227671389171324,0.009003364665866204,0.010931367074326483,0.010729774300411428,0.009883376714125956,0.010006429929480667,0.009459135482711361,0.01120661317387786,0.012757285427368086,0.010176681514122255,0.010805884476302537,0.01024567024367106,0.011865420539530446,0.01080326512120257,0.008381915613975761,0.009910583560300149,0.010362278131351453,0.01064531695717399,0.01040982546630637,0.009223051987011743,0.010216671701390746,0.012933445327594408,0.010419338223486285,0.009037525338949895,0.009780533273393184,0.010064238989459972,0.011106369158079953,0.009830039255121202,0.010437634241257633,0.0094553686990502,0.009364080375517872,0.010765502080660579,0.010153950327412297,0.01051964784023549,0.009330675323343576,0.009837413634496644,0.010970129678872995,0.010482070476984396,0.010427091405684935,0.010697134210885122,0.010464280901715904,0.01127864389899273,0.010945967784374707,0.009671259062737848,0.010201970673028811,0.00871286841180726,0.00931194930940746,0.01173021473487584,0.009983144449871488,0.009641393898671066,0.010394191610672092,0.010037481846598388,0.00895169030267336,0.010279349742214889,0.009663538028244507,0.010170030276275128
7,0.009655690512085958,0.009761571891946411,0.009578471698401012,0.011239631850785298,0.0089198927501609,0.009777689097973283,0.010392044060310333,0.009160649703111716,0.009539749090549787,0.010123987510713901,0.010680038465033416,0.009585394818281304,0.010172585274694078,0.009620257432748315,0.009716448286713641,0.009456272687210165,0.009629559604637928,0.009216008218871155,0.010201973820030762,0.010531801902058175,0.010090250739431548,0.010150354311775809,0.009866619355481965,0.009783844531102849,0.009736369152976335,0.00939617542644425,0.009957835735598993,0.009306470564670348,0.01062010681011344,0.009862871194738053,0.01068607146138835,0.009740084630599407,0.010291021383297265,0.008867191366372582,0.01017877644469187,0.00888328250597712,0.01049749954255845,0.008831860692024946,0.009575328816431123,0.009289570451539778,0.00884088760707307,0.01046688675609512,0.010677193469473142,0.010381494319639866,0.00892979348747346,0.010826977088057684,0.011033232072228673,0.010778460139640542,0.010595477581521861,0.009481798210346823,0.012172638951383968,0.011090408351556301,0.011055063425013058,0.011971829176695729,0.010404786860744973,0.011325434438904351,0.01143564172426117,0.008329076288123101,0.00961844429376562,0.010113576123018057,0.010471443545133912,0.010345420424459071,0.009005293320150456,0.010478360904763546,0.011486409712713665,0.009691645891393118,0.00950423249441519,0.010159391537840578,0.010731985844160637,0.01118786474977624,0.009564797977427578,0.010351772667824142,0.009208387046287413,0.010093984832473537,0.010558370393782655,0.010325466287567494,0.010543162686797723,0.009488347075002807,0.00999522106078553,0.010793678408181353,0.010505558362511573,0.010829738883764857,0.01027828630018336,0.011601035290175157,0.010252068036673426,0.010512009154297196,0.010430670453424181,0.010513801766142904,0.008846345110953757,0.00926817215466911,0.010656720821142223,0.009502101192894859,0.010122201020660299,0.009980988682251845,0.01082320253746912,0.009030237860622058,0.010484836895837945,0.009301728761370002,0.010974655695470887
9,0.010831604850775717,0.014403918456824785,0.012362390664419473,0.009833330252552836,0.01923348059149005,0.01121403494183908,0.009891698381656362,0.00936428091662342,0.01288979331858344,0.010839213088336214,0.009739895120643135,0.010706409472943658,0.010073597789508955,0.009551555999373823,0.010527772157322184,0.010653758004268904,0.012431640803895971,0.008896837471197514,0.00981563128524258,0.010758241609484178,0.00981203931684639,0.009285451549620556,0.00859058668385211,0.008746484055582244,0.008042113170156278,0.011844277923184949,0.009893168588101572,0.008477934002742228,0.009146997326442745,0.00931054859647713,0.009125052780904069,0.01216656117622425,0.01154726241351718,0.014612251733585055,0.010409372679558805,0.015933804257038893,0.00917096276808689,0.009336343615881449,0.008385621815515963,0.01093558079820802,0.013097420264917742,0.010326009541104582,0.00878396809476646,0.009236312995985596,0.00862112087278557,0.010318285682928497,0.00925639328116189,0.010715818462451902,0.01075655114882105,0.009828847120251642,0.009877531196986858,0.009368751892263202,0.009726521788418364,0.01038185044074284,0.010023818819882553,0.009337380001778181,0.010072409413673773,0.007571455380979514,0.008907749501540349,0.009398828582672759,0.009861213595462937,0.008759927814759023,0.008637759268179276,0.009215310001559075,0.009713676082810499,0.011177627852950367,0.009027172424804473,0.008882518254603011,0.008690153576110322,0.009851672940733896,0.009661654174288712,0.009355375891350182,0.01117720441299623,0.009272523129771535,0.010683250628821361,0.009388362749319236,0.009560404845774502,0.008824292352340576,0.010507931476031908,0.00928621389538243,0.009496075142672856,0.009361570351881334,0.009435958179287725,0.009832588618435887,0.010707198851973085,0.010338480735739517,0.009446183318895155,0.010179554090209392,0.007851166169845027,0.010162565299842462,0.009600235627141004,0.009537878040693277,0.00907967850317869,0.009822361950597805,0.010092680587958777,0.01028734551688663,0.009094560402887046,0.008551879238371045,0.011189269092831208
12,0.010115765185279473,0.011184694407624545,0.008874123217075404,0.010034927604883651,0.009462531710071278,0.00887191352846747,0.010233667197562718,0.01037199369531274,0.011654094247624897,0.010573809353138532,0.009993976461686139,0.01226542220009145,0.012199004153339594,0.012876280521405846,0.012302766914299395,0.00887256763747022,0.011358112176680698,0.0109823578780917,0.009550356240590053,0.011800846550572916,0.01002393085280039,0.008892957568361835,0.010016703268338888,0.008608356676346431,0.008745699299141388,0.008878697299392942,0.01102733726381977,0.010493689168066702,0.008827545790961995,0.008827215663549312,0.008812341486651182,0.009023769924238015,0.009320190787522982,0.008600636449518665,0.008905010248635551,0.009324872961003436,0.00921266440998271,0.008429251650937553,0.00842829476945765,0.008441282236860827,0.008273827949197581,0.011811316154308476,0.009057524569320845,0.009543043682132329,0.010502507855503537,0.009692704360999036,0.009964774928974707,0.011722812301333874,0.011426677445529288,0.010380848442799582,0.010080910618787443,0.009455948706875054,0.010508300313671948,0.010731694872909155,0.0099515154020059,0.009923251498909916,0.00998173852389196,0.008592918624153281,0.011054881590036633,0.009882270811840692,0.01023423857309384,0.009038430878655716,0.011685246654197451,0.010295320504379297,0.009779064394956247,0.009891242051388091,0.011535502560589831,0.00967337826397403,0.00944638102936984,0.009897905445445832,0.00906509734850407,0.009949178077345567,0.00862676277056974,0.009459298861877885,0.01012482921744969,0.010600467787895819,0.00964003404786978,0.011757693388285313,0.010161148813730016,0.009827812742069687,0.010457072062821876,0.010048782932443991,0.010128004275443364,0.010562198958813555,0.00961793231786096,0.010582698018373452,0.010248304752789483,0.009400142207126897,0.008763201225164738,0.011558928306196923,0.009341469332650523,0.01179017653634834,0.009877970311658603,0.01161034650086482,0.011341643341429768,0.01413854551828924,0.009574550222497914,0.010358177196108495,0.010951695261431008
13,0.01070293440098528,0.011310546458298024,0.00870091148600709,0.010065573229094498,0.01065899823422431,0.009033929872472856,0.01025370213394768,0.00989273451637498,0.012026287121635476,0.011467634783100845,0.010136369602023299,0.013240588946557144,0.011981249051564356,0.012234516265057655,0.01514607644960863,0.0084883321446002,0.012533744179470632,0.010257107076302651,0.010959699104712296,0.010656628720702261,0.011453811499157007,0.00884413095101594,0.010070949651303963,0.009226804963966611,0.009613007808602535,0.009199585689143997,0.010913046573716442,0.00979914676010341,0.008770409574998653,0.008514745742413623,0.008514745088292829,0.00879646241505668,0.008415511211733454,0.008218187850364081,0.008677969143718078,0.010382730969384496,0.009072870045591498,0.008148716879741185,0.008603970852309368,0.008420599374935138,0.008222567262414463,0.011635997128571444,0.008875160485879123,0.010406638558997207,0.009474560456530674,0.009016653330987372,0.009651253929859844,0.011245441814862395,0.011996155214892203,0.011314812194656384,0.009933934979510927,0.009301966426028948,0.010056332943875191,0.010492527361240572,0.009666482321779874,0.00963047689445822,0.009957329822333778,0.008464635376927859,0.010023174942492236,0.010260660318217834,0.009970751817428285,0.009239572133588832,0.009320563923285658,0.010903033970872472,0.009444654542980341,0.009575844238905375,0.010035038940410345,0.009113421618303353,0.00933351019759267,0.009810006421640299,0.009517125754683583,0.010709898757933722,0.00870587709180588,0.009544092006106453,0.010920481323191018,0.010260938688734494,0.009585871617036324,0.011100913889162949,0.01048198999750481,0.009704921214404322,0.010797345630376588,0.009606824525673513,0.010392767461428441,0.010082319983906128,0.00943727592699883,0.01016687546593573,0.009983025021983524,0.009231945478590414,0.008646679090569868,0.011962810044880775,0.00930055459314609,0.01202164040231767,0.010021215388662894,0.012404360898013455,0.01144681578633541,0.013477275890835663,0.009916557000761201,0.010680005351213093,0.010113469325993881
16,0.009615816050878903,0.009384024456610678,0.008934734450812408,0.011148042335656283,0.00845129202963705,0.008649211396988415,0.009497479220311132,0.01271555904825533,0.009803576679529968,0.00914815197145826,0.010356506730624122,0.010235266546087812,0.010664212488288846,0.010702653415282036,0.01026828172813158,0.00935067578066691,0.009669394423834844,0.010231409061387527,0.010392699420326165,0.010408433568348318,0.009685758812971533,0.009695071691060007,0.010137480518687033,0.009420917951379996,0.010173489396196155,0.00946509706935689,0.011435832723076422,0.010229883269578173,0.010017898961233628,0.009127146696320662,0.009442530516670246,0.009400021721861815,0.009211484958833513,0.008588531950481591,0.009487508437001888,0.008812989352569663,0.010119333500342812,0.008682282025663434,0.009418370911573328,0.008948207098350223,0.00873166313205463,0.010629744366874173,0.011764614036987045,0.010709918778652197,0.00962335829784945,0.010038396060368758,0.01058270420256389,0.01033864348816776,0.010746911995976749,0.011034341213998392,0.011094484094674407,0.009795247033200602,0.012531153168840795,0.011072397353737076,0.009386686442786028,0.01012542772656968,0.010138036718443828,0.009204393894350463,0.010920927792509534,0.009374187364745339,0.010698724729866358,0.00943474944860665,0.010900256756712712,0.009626633221536016,0.009969117986732601,0.009668919995342813,0.010858986125090012,0.01044461335001399,0.010470070580317022,0.010367507698454799,0.00927875559472641,0.00951827454923234,0.008926684532981309,0.011709632761371427,0.009675568753203285,0.011183482483842358,0.009399170815653638,0.010267288482384852,0.009111621974563814,0.010121754385613383,0.009589297629115425,0.011630712191060625,0.009346243296900347,0.012309048365562604,0.009082206397286302,0.010129420334171378,0.012482745568265294,0.009450432973779453,0.010578660946857865,0.01050368831576397,0.009792149905923017,0.010706644344596363,0.011367841339933299,0.010355812901666537,0.010682464304193184,0.010209435938108323,0.010246701253522198,0.010675511078745469,0.010258673158625973
19,0.010162555739850272,0.009939475618257494,0.00922084058500407,0.0118489208783412,0.008691703770091227,0.009076774230813033,0.009736535093624453,0.00920306284313179,0.009755787188413124,0.009661711950819553,0.010587702570807364,0.009647873898601523,0.010833969559998734,0.009511754443450378,0.00978665677655225,0.00943246471016331,0.010085740603350823,0.00902539221111163,0.010844228984023279,0.010232927905431802,0.010380046648667993,0.0101149145088466,0.0100493791103465,0.010001194667673598,0.010276437833362333,0.009945018975437469,0.010031703534164013,0.009550790773409519,0.010532996012523365,0.00986189956534276,0.010070569707388568,0.009797469916776883,0.010429084168972976,0.008742166685903219,0.009884256887648006,0.008975424563120867,0.010334569930376585,0.00904909056551761,0.009877153304479986,0.009396072963549537,0.008904778299189755,0.010903700550244925,0.010196044108245943,0.010793641294868254,0.009115986595930489,0.010271953797824479,0.011022525628093199,0.010323488435271927,0.010696157208818396,0.009776824185394202,0.011724108692203318,0.011010737907056289,0.011272858379814548,0.0117584184037741,0.010020935456299047,0.011120368399638671,0.011038407408975211,0.008505146677784447,0.009799891066479764,0.009598216598666753,0.011177686183419891,0.009811407926425864,0.009566432591101428,0.00970984440801518,0.011625143573404304,0.010414626775509596,0.009553173180920242,0.00999251287829172,0.010512656370242852,0.010794322412944075,0.009480227311414884,0.009667023231358785,0.00904581829891388,0.009933056202745953,0.010452134827673244,0.010771639790603795,0.010053702359943238,0.009642296170207842,0.009252113569834068,0.010534981622428769,0.009781522428060633,0.010908391771648842,0.009632874058435235,0.011279360126789826,0.009881204202789864,0.010914468649226952,0.01050216994022753,0.010304428139583162,0.00883188872805974,0.009511223496802296,0.010573896940238948,0.010466995442100214,0.010247261500440013,0.010500517199025233,0.010886696240000446,0.009298609337976878,0.010595298430631069,0.010222932407251334,0.01122895229539276
23,0.009265955948736138,0.01004232535306565,0.01028792917255178,0.010109462741806212,0.009092398981454418,0.01189998809139485,0.010355423669764765,0.007757434881365175,0.008796578597213625,0.009815335889624287,0.009034915556640735,0.008572129790334915,0.009092506174765183,0.008164167851709885,0.008545241012336814,0.012371192961375392,0.009428711437659698,0.00793703110787179,0.010334467191127026,0.009413817754800883,0.01025855010623523,0.01033273167826056,0.010925385866561419,0.011365390962168005,0.010965472399214141,0.010738489249133582,0.009075370184942226,0.010088931515110136,0.012986727960232336,0.013646568308100852,0.011221002598967716,0.009734748783078973,0.011249675035562273,0.009824694859665818,0.011626064389588802,0.00963718246587398,0.010974430684073142,0.013175901569069717,0.012314539297237385,0.011814096156552814,0.011263030543097328,0.008907152596858908,0.011362420785035002,0.01006450477649924,0.008671070103533888,0.00909649132214293,0.009369751395719907,0.00905502734821252,0.008783103771255473,0.008405088902660163,0.009997714218274606,0.011452981273938007,0.008988483584476665,0.009528982313466926,0.010352404715166652,0.011142456040539282,0.010974289470983351,0.009584703828062854,0.008587151223357419,0.01033074341636419,0.009608448389577104,0.011643764109441285,0.009403897957260378,0.01058511334908543,0.011088084927000488,0.009813907514665654,0.010123519825159112,0.010756330955932224,0.009635747086718303,0.010669896960152445,0.011197206999450432,0.010279407832767555,0.011173254658286464,0.009265090761255626,0.009773137815361219,0.008930243589251732,0.01137238505584825,0.009874035434621528,0.010516632553469595,0.010131315726459146,0.01048830824498292,0.010052973059434128,0.010494598086696803,0.0090641830239875,0.010807697507826135,0.010086938135344952,0.008958023440024361,0.011196602771983175,0.010311901166289827,0.008417560005894697,0.011372060763364155,0.00898397563348946,0.008888477877983544,0.00939146012350357,0.008723876201557484,0.00813715795833477,0.010777966480366658,0.010076561416919661,0.009737736735378625
24,0.01208514719495531,0.01125232600656458,0.011433113192834425,0.009400258939439583,0.011832796493106213,0.012155986093665824,0.011263552907325152,0.00862839812288225,0.01155019896216511,0.010876172676004348,0.010041729365374077,0.00934030742521426,0.009346446854518894,0.009034002720546396,0.009126423919394316,0.010859801949142208,0.010980277462610497,0.008813972404510711,0.00904420659517424,0.01022603810678416,0.010880242122622692,0.00972280301689027,0.009056145937035602,0.01049481422610311,0.00882300712690237,0.010804604764295895,0.00921238092616627,0.00860938016247133,0.009463309348604568,0.010509764568744613,0.009600624206881838,0.012128419484409398,0.011959420678771825,0.013061041067958757,0.010660228846315966,0.011508690981592896,0.010019383423581553,0.011890093732909598,0.009876310017826156,0.012033930409361238,0.011893681272581795,0.009354038259868785,0.008857301182490613,0.009112354923159972,0.008701227065430263,0.011198756166546137,0.00984739134888298,0.009623735855711734,0.009120998402446286,0.00916392257652828,0.009230837272695289,0.01087231534926988,0.008906628605399258,0.009075346774330941,0.011296843231494104,0.010066939330420585,0.009456701058501786,0.008028608827361453,0.009289568804360887,0.011405566138155906,0.009126354726799788,0.009751008747942278,0.008316168412401955,0.00988078908479699,0.010441167352093116,0.011955792661599771,0.008458439601899277,0.009120463535689124,0.009503895381167572,0.009982888052704182,0.011161663806775,0.01040680493061863,0.012408046501933945,0.008793402350523814,0.01143002636730114,0.009129527404513098,0.010477542691370995,0.00865049420460626,0.012115373946092124,0.010272692346266503,0.010668937746063487,0.009209202644310651,0.01144679785715326,0.009153914707851228,0.015463182217580923,0.010000102304140897,0.008731171916623063,0.010204108069711447,0.008247138697450963,0.009273327139022361,0.010338285454010852,0.008752695976947158,0.00936933568448488,0.009796664493613941,0.009478590846150547,0.008942005085677055,0.009230865399543365,0.008479397407411295,0.009723219357861506
28,0.011758212757565355,0.012667558784092882,0.011226470274016223,0.009785633682736432,0.011411608290520778,0.011179266491868201,0.010646066082641336,0.009891972759181359,0.013621651399587773,0.010278884557701774,0.010585574952168207,0.01127516269102615,0.010954692995994627,0.010844817961523904,0.01164829054224025,0.009670574070645801,0.012159296778878673,0.00992561762716896,0.009524155471596206,0.011364295066135465,0.010181940429933426,0.009566335640962284,0.008833198831282257,0.008510304922033037,0.008269986624908604,0.009252447718880221,0.01004889713766664,0.008870911715489458,0.008826620253200256,0.009209036383000647,0.009439985409389185,0.010282212226718842,0.012445884076025268,0.013313141718072363,0.009924803274686972,0.011055738339397327,0.009168882939228375,0.009472182699857197,0.008271550213563444,0.01065936831987677,0.011865886440387247,0.010933870880233452,0.00892505256199086,0.009055531644213511,0.00915996525795336,0.01105247804266867,0.009853081127044463,0.010726135992654049,0.010732759381331254,0.010299219766238203,0.00956291841350797,0.009462255164535971,0.009704460810600099,0.010122088222978911,0.010421977366912286,0.009641762935482835,0.009626763756950926,0.007767885369972706,0.009747868246266085,0.009704800561139522,0.00928188296311328,0.00891643344007695,0.009196167832630267,0.009644386141449251,0.009844646006317757,0.011420649113219754,0.009221494730675493,0.009067467850094067,0.00925208466321959,0.009822344984972975,0.00929638663922342,0.009482042048601508,0.009830581426080827,0.009202043198184313,0.010517444958971072,0.009974377393022323,0.009705242899199914,0.009441176643815014,0.011410309109171868,0.009709733724772856,0.009930489939443461,0.009431123744365685,0.010068058214510362,0.010031410867173773,0.011101486069214782,0.010268948507760564,0.00966339113942913,0.010138624899029681,0.0079295172722224,0.010982918270844967,0.009745887992258886,0.010428907013461927,0.009471558050249396,0.010908259880514278,0.010999794024547293,0.01145441583237901,0.008877472889584986,0.008948946461050706,0.01099189911062099
